UserId,artistIds
2a03f6d0077a2314845eb946c4c82ef2,1833630
4a82fe6c7ae4a8664d7dd768065198d6,455166
4a82fe6c7ae4a8664d7dd768065198d6,458805
8ebdee015b5c8b59fabe154f3cb17e3f,601469
00ad369e53f14a93ab774e5c71ee9e9f,601469
b731bb12c413cc80bc980792acec46ad,459320
54628f9cf03192a78609472f7bad6c0c,459320
73e73157b46245030880d9db801f421e,459320
7e298823f866b20159b3d54992b2e962,459320
08661a3c41e81d407637e838c9870524,455121
08661a3c41e81d407637e838c9870524,455120
08661a3c41e81d407637e838c9870524,455125
08661a3c41e81d407637e838c9870524,455158
08661a3c41e81d407637e838c9870524,455534
08661a3c41e81d407637e838c9870524,455127
82ce0f3e11dc973ace66e2f8c181f1ae,3323432
2d50368486237ed1e1f905cfbe8f5c6d,467228
2d50368486237ed1e1f905cfbe8f5c6d,468245
2d50368486237ed1e1f905cfbe8f5c6d,456863
8c89caaa12776aa97097aebb4212b958,461964
b13d8be081506ba9418b8104693811c9,701353
66e5eca4916aba83c11ad641d25cfb41,513159
66e5eca4916aba83c11ad641d25cfb41,512453
0f42e71b6c38f53ac38f57c12f6fa8f3,568665
c35be3e1264f2085fc763e99ac5ff70f,568665
5f855a3eb48eea1c366b76dcd33cdb0b,568665
abf3cef96bb9e8108fde779bca404321,455922
abf3cef96bb9e8108fde779bca404321,455782
dab40cb7222c60e961eb5031466452db,455636
dab40cb7222c60e961eb5031466452db,464882
dab40cb7222c60e961eb5031466452db,820935
7c217c84e107f5e48291b50e9714e247,603646
9380ed291f07aa484d46c1e5d88c8c57,603812
3d25993ac93abc05216e8b67f39a1e75,4530977
3d25993ac93abc05216e8b67f39a1e75,455248
3d25993ac93abc05216e8b67f39a1e75,718052
f3bce3954b3d7f4b5ff485075d6a79b9,739559
1d64c71ce0ea89f6134f4f9ef3231c42,890048
1d64c71ce0ea89f6134f4f9ef3231c42,675050
6dd66919186caf3d4ff04d610c097814,890048
6dd66919186caf3d4ff04d610c097814,675050
fa582c0771338cb93e5b052c269b6ff6,890048
fa582c0771338cb93e5b052c269b6ff6,675050
befc5272f5eb34071a9261ebb08c3c3b,890048
befc5272f5eb34071a9261ebb08c3c3b,675050
b807e1fb2a3560343beab8690beb9d02,479493
02fec1e53587100455ce5096b0a3e08d,464932
02fec1e53587100455ce5096b0a3e08d,3623109
02fec1e53587100455ce5096b0a3e08d,683853
0d14da5bd0f6feca94b447bce498d420,464932
0d14da5bd0f6feca94b447bce498d420,3623109
0d14da5bd0f6feca94b447bce498d420,683853
2581f8374de79d0b097e97c31a4d18f0,464932
2581f8374de79d0b097e97c31a4d18f0,3623109
2581f8374de79d0b097e97c31a4d18f0,683853
45634377cd8f4c048efc55958c06562f,464932
45634377cd8f4c048efc55958c06562f,3623109
45634377cd8f4c048efc55958c06562f,683853
80655da71a0e4ee5a1f48c3944e19353,464932
80655da71a0e4ee5a1f48c3944e19353,3623109
80655da71a0e4ee5a1f48c3944e19353,683853
8a1cb9d7bfaa9bb8ec3025b11a2bdb0f,464932
8a1cb9d7bfaa9bb8ec3025b11a2bdb0f,3623109
8a1cb9d7bfaa9bb8ec3025b11a2bdb0f,683853
96bc6e2c805caeca4ae4792ac605e177,464932
96bc6e2c805caeca4ae4792ac605e177,3623109
96bc6e2c805caeca4ae4792ac605e177,683853
96fc5308f7c5a9b4e9433a2bc2133efa,464932
96fc5308f7c5a9b4e9433a2bc2133efa,3623109
96fc5308f7c5a9b4e9433a2bc2133efa,683853
ab9304dac0c66b534aea297bf9ad3313,464932
ab9304dac0c66b534aea297bf9ad3313,3623109
ab9304dac0c66b534aea297bf9ad3313,683853
d851a29655f2a2ee4707fb4c999d5555,464932
d851a29655f2a2ee4707fb4c999d5555,3623109
d851a29655f2a2ee4707fb4c999d5555,683853
dd5ae01a4cf247f654bf7bc64a8b88c1,464932
dd5ae01a4cf247f654bf7bc64a8b88c1,3623109
dd5ae01a4cf247f654bf7bc64a8b88c1,683853
df019b095379881e597eb225960f5d3b,464932
df019b095379881e597eb225960f5d3b,3623109
df019b095379881e597eb225960f5d3b,683853
e323411295d39cdc89d04708c49e37b3,464932
e323411295d39cdc89d04708c49e37b3,3623109
e323411295d39cdc89d04708c49e37b3,683853
f77cadedff7b441461c70d7a27e3f71e,464932
f77cadedff7b441461c70d7a27e3f71e,3623109
f77cadedff7b441461c70d7a27e3f71e,683853
fc17592024fe56ef44577d0d02290892,464932
fc17592024fe56ef44577d0d02290892,3623109
fc17592024fe56ef44577d0d02290892,683853
fe9d57622d14e6198f5072ebfeb3541f,464932
fe9d57622d14e6198f5072ebfeb3541f,3623109
fe9d57622d14e6198f5072ebfeb3541f,683853
122cec36bc3bae81d6c96cb29945d00e,464932
122cec36bc3bae81d6c96cb29945d00e,3623109
122cec36bc3bae81d6c96cb29945d00e,683853
1795ba269da11833535d928fb616bdca,464932
1795ba269da11833535d928fb616bdca,3623109
1795ba269da11833535d928fb616bdca,683853
3f0a30db95ab3f27bcb511a99f8b2674,464932
3f0a30db95ab3f27bcb511a99f8b2674,3623109
3f0a30db95ab3f27bcb511a99f8b2674,683853
5c161255f1693aa6f28a0a0e266b08d9,464932
5c161255f1693aa6f28a0a0e266b08d9,3623109
5c161255f1693aa6f28a0a0e266b08d9,683853
611d83ba0dd35ea9995945235f1d7fe1,464932
611d83ba0dd35ea9995945235f1d7fe1,3623109
611d83ba0dd35ea9995945235f1d7fe1,683853
65013100af04ddf841375b86a19a679b,464932
65013100af04ddf841375b86a19a679b,3623109
65013100af04ddf841375b86a19a679b,683853
7fa6de901eb693e1b89911ff39162367,464932
7fa6de901eb693e1b89911ff39162367,3623109
7fa6de901eb693e1b89911ff39162367,683853
8146a7e8ed7ebf83070cac675fe3e34b,464932
8146a7e8ed7ebf83070cac675fe3e34b,3623109
8146a7e8ed7ebf83070cac675fe3e34b,683853
81b62fa2a426f79faa6399edf41ed7e1,464932
81b62fa2a426f79faa6399edf41ed7e1,3623109
81b62fa2a426f79faa6399edf41ed7e1,683853
83aac6325e95167db7de6ba7ca991c14,464932
83aac6325e95167db7de6ba7ca991c14,3623109
83aac6325e95167db7de6ba7ca991c14,683853
9e3e24172e19aa0b9cf4f7e972c7ec9f,464932
9e3e24172e19aa0b9cf4f7e972c7ec9f,3623109
9e3e24172e19aa0b9cf4f7e972c7ec9f,683853
a31662f4741f0255e51338ac617b4a9d,464932
a31662f4741f0255e51338ac617b4a9d,3623109
a31662f4741f0255e51338ac617b4a9d,683853
b37096fbecc87ba2dd0f2d440c88c999,464932
b37096fbecc87ba2dd0f2d440c88c999,3623109
b37096fbecc87ba2dd0f2d440c88c999,683853
cc76a58d48c8f2bf290e6d809839d19a,464932
cc76a58d48c8f2bf290e6d809839d19a,3623109
cc76a58d48c8f2bf290e6d809839d19a,683853
d2cf0921bc99af855b90f241846ce074,464932
d2cf0921bc99af855b90f241846ce074,3623109
d2cf0921bc99af855b90f241846ce074,683853
e0333eea4b8d46dbdb5ad8b6c98a8c34,464932
e0333eea4b8d46dbdb5ad8b6c98a8c34,3623109
e0333eea4b8d46dbdb5ad8b6c98a8c34,683853
1354ebad87831c7273eeb0907acd5d91,464932
1354ebad87831c7273eeb0907acd5d91,3623109
1354ebad87831c7273eeb0907acd5d91,683853
21001e5dbbd56eed851972f328d2f23a,464932
21001e5dbbd56eed851972f328d2f23a,3623109
21001e5dbbd56eed851972f328d2f23a,683853
33cd0d759cceb6165799a8782c4f985f,464932
33cd0d759cceb6165799a8782c4f985f,3623109
33cd0d759cceb6165799a8782c4f985f,683853
7e4b4ea3844a73955083f66147d82f4b,464932
7e4b4ea3844a73955083f66147d82f4b,3623109
7e4b4ea3844a73955083f66147d82f4b,683853
8191efc8b7ddbacc202a9ab00ee250c7,464932
8191efc8b7ddbacc202a9ab00ee250c7,3623109
8191efc8b7ddbacc202a9ab00ee250c7,683853
9b6d6825f396abc22610ae6347dea039,464932
9b6d6825f396abc22610ae6347dea039,3623109
9b6d6825f396abc22610ae6347dea039,683853
a51b9b01d9da2efc22f6e23a1f2ea419,464932
a51b9b01d9da2efc22f6e23a1f2ea419,3623109
a51b9b01d9da2efc22f6e23a1f2ea419,683853
aaa384eba087eeaf09420b4e01f27509,464932
aaa384eba087eeaf09420b4e01f27509,3623109
aaa384eba087eeaf09420b4e01f27509,683853
ab4597a90729fc0d62336c311ef95d08,464932
ab4597a90729fc0d62336c311ef95d08,3623109
ab4597a90729fc0d62336c311ef95d08,683853
adb84f50a413fcc76c0ca5ab28db1884,464932
adb84f50a413fcc76c0ca5ab28db1884,3623109
adb84f50a413fcc76c0ca5ab28db1884,683853
e22d09da1c6b1f1e9a5e3dbe251c64e4,464932
