UserId,artistIds
e0af9c6c35c8f982b7a1f50bb58cb4d2,455166
e0af9c6c35c8f982b7a1f50bb58cb4d2,458805
e455f414f8f76afd013425ca12afcc3e,455166
e455f414f8f76afd013425ca12afcc3e,458805
1136cd991c3b46b7cc7a8337a8c9d224,601469
2336d39cf77779f14e297943621dee37,601469
a08ede1eb50dd566d9fb108cb633e3b2,455170
a08ede1eb50dd566d9fb108cb633e3b2,455136
a08ede1eb50dd566d9fb108cb633e3b2,460058
a08ede1eb50dd566d9fb108cb633e3b2,455170
a08ede1eb50dd566d9fb108cb633e3b2,455136
a08ede1eb50dd566d9fb108cb633e3b2,460058
51fdee762817084b24ea573ee7c418c8,455130
b58601bdb8bd69cd7c6bbd060b5898f0,2191154
d0befcfe08971daa9b8f6a821e2af95a,705169
d0befcfe08971daa9b8f6a821e2af95a,461484
d0befcfe08971daa9b8f6a821e2af95a,462340
78e8b9b1ca787c12e3268cd0e0b8f1ed,455121
78e8b9b1ca787c12e3268cd0e0b8f1ed,455120
78e8b9b1ca787c12e3268cd0e0b8f1ed,455125
78e8b9b1ca787c12e3268cd0e0b8f1ed,455158
78e8b9b1ca787c12e3268cd0e0b8f1ed,455534
78e8b9b1ca787c12e3268cd0e0b8f1ed,455127
e01b2f4e3eecb2b1642f92be1964b330,3323432
15562822da88018abb0d3206bfe399c5,3323432
759ab708ec9ccf453b0d45eb970a426f,3323432
c15d4e9e97415f4839a268d1ebadc4de,3323432
c4f60654e85fe763f22a9d4098cd7ba2,505312
c4f60654e85fe763f22a9d4098cd7ba2,455109
70f97150f5ea22384c0e308ba51e674c,505312
70f97150f5ea22384c0e308ba51e674c,455109
d67177f17a9eb0daa158c6d340e1cfea,513159
d67177f17a9eb0daa158c6d340e1cfea,512453
0286e24db7d4505f5902199b0e050675,513159
0286e24db7d4505f5902199b0e050675,512453
2d5b498e943b8fab04b1f33a02e649c6,513159
2d5b498e943b8fab04b1f33a02e649c6,512453
935bd4ac3392d6a3b462203cf65eda57,513159
935bd4ac3392d6a3b462203cf65eda57,512453
