notifyId,UserSendCount,click_cnt,CTR
9661,157,101,0.643312101910828
9667,2638,653,0.24753601213040183
9692,1214,256,0.21087314662273476
9700,1214,117,0.09637561779242175
9707,2071,179,0.08643167551907291
